169	y
170	l
176	a
184	m
201	b
227	c
231	s
232	r
235	y
241	s
246	u
252	g
254	u
275	i
277	j
289	s
290	w
316	m
317	a
322	e
326	b
333	j
339	m
347	i
358	l
378	v
411	r
425	x
431	k
451	w
455	v
463	s
475	s
491	u
504	l
510	q
529	b
531	v
542	n
545	z
548	y
549	k
557	c
617	t
624	r
644	e
653	j
657	j
658	o
694	s
695	v
701	a
706	g
707	g
723	u
745	e
749	r
750	c
759	n
767	v
776	c
829	k
838	s
887	v
937	e
1000	e
1027	c
1088	g
1141	x
1151	k
1175	t
1192	w
1200	g
1231	l
1232	g
1277	w
1285	n
1327	k
1332	m
1344	f
1395	s
1497	y
1523	y
1597	r
1620	r
1646	j
1649	u
1657	u
1699	b
1712	o
1716	t
1717	y
1807	f
1885	h
1889	f
1896	g
1903	m
1953	a
1999	q
2003	n
2029	x
2030	f
2034	z
2094	y
2101	i
2106	l
2138	a
2141	a
2213	f
2234	z
2281	k
2297	f
2300	u
2318	s
2418	j
2429	f
2487	e
2511	a
2550	y
2579	u
2603	r
2618	q
2643	j
2672	t
2713	q
2717	g
2737	j
2742	y
2761	w
2778	x
2804	p
2819	g
2846	y
2869	z
2870	g
2875	u
2901	v
2947	m
3057	y
3069	u
3105	q
3107	s
3159	t
3178	j
3192	n
3210	s
3267	r
3271	n
3289	y
3291	m
3352	s
3456	i
3464	j
3471	k
3497	w
3534	i
3563	a
3569	b
3651	e
3727	r
3759	i
3766	u
3783	r
3801	y
3802	z
3825	x
3855	b
3882	f
3976	p
4178	s
4196	o
4229	q
4246	u
4301	j
4316	v
4373	n
4393	j
4526	r
4658	o
4660	p
4761	b
4884	g
5067	r
5082	p
5162	q
5187	o
5263	u
5279	z
5296	y
5307	y
5326	g
5332	l
5340	h
5413	f
5417	o
5423	x
5428	j
5475	s
5507	m
5724	t
5727	u
5744	l
5761	r
5763	y
5783	w
5875	p
5910	c
5973	z
6031	d
6044	o
6068	k
6086	c
6100	h
6170	i
6234	t
6331	y
6336	h
6368	v
6423	k
6454	b
6509	r
6532	h
6594	n
6707	r
6755	a
6863	s
6865	v
6900	x
6905	c
6909	x
6928	m
6934	h
7021	v
7187	x
7353	p
7357	u
7359	r
7361	j
7437	a
7494	h
7503	o
7682	j
7695	u
7697	t
7735	h
7813	q
7886	l
8088	e
8188	b
8198	q
8226	p
8244	n
8253	q
8277	h
8363	r
8431	f
8509	p
8522	g
8556	g
8598	i
8610	w
8698	k
8842	k
8921	t
8923	y
8940	p
8960	w
8998	o
9031	g
9035	f
9074	e
9167	m
9337	g
9508	f
9601	i
9732	t
9751	y
9783	u
9788	b
9863	b
9892	v
9906	q
9911	s
9915	x
9944	f
node choosen: 1		with degree: 323	 with variable: y

a count is	10
b count is	12
c count is	10
d count is	2
e count is	9
f count is	14
g count is	17
h count is	10
i count is	10
j count is	17
k count is	11
l count is	9
m count is	13
n count is	9
o count is	11
p count is	12
q count is	15
r count is	20
s count is	18
t count is	11
u count is	18
v count is	12
w count is	9
x count is	12
y count is	20
z count is	12



0	p
1	u
3	q
8	r
98	d
127	h
182	t
266	g
290	w
291	o
424	o
465	s
563	d
765	l
2335	q
2932	i
3250	s
3359	s
3508	v
3613	t
3669	j
3955	e
3995	p
4079	w
4381	p
5565	t
6328	s
7638	u
8165	g
8318	n
8403	i
9006	r
node choosen: 2		with degree: 32	 with variable: w

a count is	0
b count is	0
c count is	0
d count is	2
e count is	1
f count is	0
g count is	2
h count is	1
i count is	2
j count is	1
k count is	0
l count is	1
m count is	0
n count is	1
o count is	2
p count is	3
q count is	2
r count is	2
s count is	4
t count is	3
u count is	2
v count is	1
w count is	2
x count is	0
y count is	0
z count is	0



0	p
1	u
2	z
4	h
5	m
6	u
9	c
10	c
12	x
21	r
23	l
24	l
25	k
37	x
49	x
50	l
73	s
74	j
75	p
97	w
100	b
103	t
145	i
151	s
185	q
237	g
273	s
287	g
295	q
304	b
306	a
314	w
350	u
380	t
416	v
417	l
464	p
493	u
514	r
534	z
554	u
645	a
687	w
694	s
717	u
721	b
782	g
865	g
872	m
890	x
924	a
948	n
992	l
1001	l
1009	s
1041	x
1167	e
1274	l
1331	u
1360	m
1408	c
1478	h
1507	d
1565	a
1576	b
1638	a
1646	j
1724	b
1747	f
1880	a
1884	w
1941	i
1962	x
2010	j
2028	p
2062	y
2104	c
2147	e
2175	m
2184	x
2216	k
2270	l
2325	p
2420	l
2485	f
2499	j
2542	s
2548	z
2578	s
2597	m
2601	b
2615	i
2675	h
2760	a
2843	x
2882	w
2895	v
2914	e
2931	n
2965	m
3080	z
3104	o
3127	y
3217	l
3458	g
3553	o
3609	i
3627	j
3676	w
3788	a
3863	j
3967	e
4103	c
4136	h
4141	i
4143	j
4175	d
4302	z
4303	r
4423	b
4574	s
4601	l
4715	f
4830	p
4835	a
4853	r
4866	x
4903	h
5124	a
5144	o
5146	s
5198	m
5200	s
5215	u
5230	g
5283	o
5381	e
5514	p
5554	f
5778	s
5946	j
5947	h
6191	z
6293	x
6440	t
6561	n
6563	o
6601	s
6718	g
7055	o
7218	z
7219	k
7258	z
7263	s
7287	z
7342	l
7455	n
7609	i
7667	g
7798	f
7830	x
7940	o
8294	a
8485	b
8491	z
8943	z
8973	l
9015	x
9177	b
9336	d
9448	u
9645	w
9697	g
9872	w
9903	h
9961	h
node choosen: 3		with degree: 176	 with variable: g

a count is	11
b count is	9
c count is	5
d count is	3
e count is	5
f count is	5
g count is	9
h count is	8
i count is	6
j count is	8
k count is	3
l count is	13
m count is	7
n count is	4
o count is	7
p count is	7
q count is	2
r count is	4
s count is	13
t count is	3
u count is	9
v count is	2
w count is	8
x count is	12
y count is	2
z count is	11



0	p
1	u
3	q
7	b
16	x
19	z
25	k
34	g
38	i
59	y
94	t
110	f
132	g
144	q
166	x
177	x
178	w
183	x
189	l
204	q
215	x
216	b
219	w
258	x
284	r
286	x
293	k
297	h
320	z
328	q
335	p
367	y
463	s
504	l
536	o
659	k
741	h
759	n
787	s
866	i
907	h
936	q
953	f
1013	t
1059	c
1150	c
1155	y
1182	a
1197	y
1237	t
1375	t
1393	e
1440	y
1451	o
1488	i
1547	l
1561	w
1574	o
1658	p
1692	x
1706	r
1720	c
1748	n
1884	w
2027	k
2056	k
2112	u
2169	p
2208	y
2214	z
2265	i
2276	w
2344	w
2370	d
2484	t
2528	r
2534	l
2546	r
2604	k
2653	o
2669	z
2787	e
2812	e
2987	y
3084	e
3125	o
3150	y
3200	i
3204	w
3231	k
3266	x
3590	g
3632	a
3831	y
3914	l
3932	u
4024	b
4087	z
4134	g
4301	j
4318	a
4322	q
4367	t
4668	y
4711	f
4757	t
4762	n
4840	g
4885	b
5198	m
5377	c
5431	y
5661	s
5749	u
6126	e
6228	f
6239	z
6447	l
6693	y
6742	y
7231	s
7234	w
7324	z
7415	r
7445	c
7648	f
7660	c
7728	u
7756	h
7996	k
8650	p
8741	p
8884	m
8952	u
9006	r
9232	r
9254	a
9301	g
9354	v
9357	h
9373	e
9508	f
9589	a
9846	e
9865	u
node choosen: 4		with degree: 145	 with variable: k

a count is	5
b count is	4
c count is	6
d count is	1
e count is	7
f count is	6
g count is	6
h count is	5
i count is	5
j count is	1
k count is	8
l count is	6
m count is	2
n count is	3
o count is	5
p count is	6
q count is	6
r count is	7
s count is	4
t count is	7
u count is	7
v count is	1
w count is	8
x count is	9
y count is	13
z count is	7



0	p
1	u
3	q
6	u
29	o
64	o
119	e
170	l
239	f
269	y
285	n
404	m
562	k
602	h
658	o
669	s
820	i
888	y
1233	j
1255	h
1296	o
1645	w
1978	l
1995	t
2113	i
2129	d
2187	v
2339	f
2347	u
2640	j
2696	v
2757	f
3334	v
3354	y
3412	e
3497	w
3502	b
3552	s
3816	y
3917	z
4083	g
4245	v
4385	i
4767	b
4874	d
5415	m
5772	m
5873	q
6207	b
6512	p
6796	z
6806	h
7185	l
7209	f
7896	l
8113	u
8591	n
9412	u
9834	a
node choosen: 5		with degree: 59	 with variable: h

a count is	1
b count is	3
c count is	0
d count is	2
e count is	2
f count is	4
g count is	1
h count is	3
i count is	3
j count is	2
k count is	1
l count is	4
m count is	3
n count is	2
o count is	4
p count is	2
q count is	2
r count is	0
s count is	2
t count is	1
u count is	5
v count is	4
w count is	2
x count is	0
y count is	4
z count is	2



6	u
7	b
9	c
39	u
66	q
113	p
157	a
193	x
229	b
233	o
243	t
277	j
308	o
352	s
397	x
411	r
454	h
489	j
493	u
540	j
617	t
631	k
643	j
672	r
1203	y
1252	w
1359	m
1594	c
1673	b
1928	k
2232	c
2298	g
2837	l
2956	p
3008	d
3290	q
3740	u
3801	y
3862	u
4003	y
4171	a
4240	i
4351	z
4509	t
4606	b
4816	z
4865	h
4885	b
4982	h
5075	m
5205	k
5325	i
5508	c
5567	a
6072	s
6094	h
6144	i
6148	e
6158	d
6188	g
6253	e
6469	y
7003	r
7341	k
7390	g
7506	m
8065	h
8182	q
8547	z
8810	n
9136	x
9222	g
9524	e
node choosen: 15		with degree: 73	 with variable: f

a count is	3
b count is	5
c count is	4
d count is	2
e count is	3
f count is	0
g count is	4
h count is	5
i count is	3
j count is	4
k count is	4
l count is	1
m count is	3
n count is	1
o count is	2
p count is	2
q count is	3
r count is	3
s count is	2
t count is	3
u count is	5
v count is	0
w count is	1
x count is	3
y count is	4
z count is	3



1	u
4	h
6	u
19	z
29	o
32	m
36	x
40	g
50	l
66	q
88	n
124	o
150	q
152	a
242	u
253	b
269	y
271	y
277	j
419	g
578	c
617	t
728	n
807	z
862	t
932	z
980	a
1007	z
1016	j
1084	i
1562	m
1587	h
1602	s
1638	a
1758	o
1852	c
1854	j
1915	m
2074	x
2118	e
2165	a
2184	x
2341	f
2421	e
2445	r
2507	e
2559	o
2737	j
2838	m
3202	d
3234	t
3369	b
3404	x
3573	d
3710	x
3811	r
4037	a
4097	z
4288	v
4319	p
4412	l
4457	f
4556	h
4592	n
4650	i
4987	e
5064	q
5092	r
5105	m
5548	z
5579	r
5736	n
5762	d
5823	h
5983	o
6215	f
6284	o
6605	p
6618	y
6629	x
6787	u
7244	n
7433	h
7549	e
7969	z
7975	e
8026	v
8404	d
8418	o
8445	o
8693	z
8907	z
9096	k
9326	q
9534	o
9750	d
node choosen: 16		with degree: 96	 with variable: o

a count is	5
b count is	2
c count is	2
d count is	5
e count is	6
f count is	3
g count is	2
h count is	5
i count is	2
j count is	4
k count is	1
l count is	2
m count is	5
n count is	5
o count is	9
p count is	2
q count is	4
r count is	4
s count is	1
t count is	3
u count is	4
v count is	2
w count is	0
x count is	6
y count is	3
z count is	9



0	p
10	c
11	d
21	r
51	a
58	v
60	z
72	h
86	q
95	j
146	g
157	a
158	p
244	x
267	h
341	c
441	q
642	z
757	z
830	h
863	t
977	q
980	a
988	v
1065	x
1362	q
1445	s
1503	n
1555	k
1875	a
1998	t
2509	r
2720	k
2854	w
3025	s
3470	r
4631	j
4758	q
5012	d
5123	i
5167	b
5329	q
5494	j
5523	z
5588	x
5741	l
5856	p
5876	c
5999	g
6249	v
6273	t
6611	p
6869	i
6932	o
7021	v
7124	b
7504	r
8055	o
8290	g
8513	x
8696	j
9153	y
9159	g
9188	g
9260	u
9334	p
node choosen: 17		with degree: 66	 with variable: o

a count is	4
b count is	2
c count is	3
d count is	2
e count is	0
f count is	0
g count is	5
h count is	3
i count is	2
j count is	4
k count is	2
l count is	1
m count is	0
n count is	1
o count is	2
p count is	5
q count is	6
r count is	4
s count is	2
t count is	3
u count is	1
v count is	4
w count is	1
x count is	4
y count is	1
z count is	4



3	q
16	x
31	g
82	x
123	h
124	o
180	q
488	y
565	k
573	r
676	h
935	z
1000	e
1062	z
1313	f
1491	r
1686	t
1694	t
1793	o
1879	m
2030	f
2145	a
2413	y
2700	j
2712	r
2756	r
3511	g
3793	u
3878	b
4049	p
4228	h
4637	h
4681	o
4821	p
5212	c
5339	q
5540	j
5663	w
5802	c
6252	a
6365	v
6630	d
6853	k
7147	h
7537	o
7683	x
7916	g
7930	h
7973	g
7989	w
8516	l
9346	g
9496	n
node choosen: 50		with degree: 53	 with variable: j

a count is	2
b count is	1
c count is	2
d count is	1
e count is	1
f count is	2
g count is	5
h count is	6
i count is	0
j count is	2
k count is	2
l count is	1
m count is	1
n count is	1
o count is	4
p count is	2
q count is	3
r count is	4
s count is	0
t count is	2
u count is	1
v count is	1
w count is	2
x count is	3
y count is	2
z count is	2



13	g
17	s
33	n
106	b
140	y
342	s
1175	t
7552	j
8313	j
9456	w
node choosen: 51		with degree: 10	 with variable: j

a count is	0
b count is	1
c count is	0
d count is	0
e count is	0
f count is	0
g count is	1
h count is	0
i count is	0
j count is	2
k count is	0
l count is	0
m count is	0
n count is	1
o count is	0
p count is	0
q count is	0
r count is	0
s count is	2
t count is	1
u count is	0
v count is	0
w count is	1
x count is	0
y count is	1
z count is	0



8	r
27	p
41	d
90	r
115	i
143	i
165	y
178	w
196	j
358	l
371	k
396	o
400	u
437	s
468	r
547	i
567	s
580	u
589	o
593	a
613	l
692	o
753	h
796	w
813	n
861	n
988	v
1039	w
1079	r
1217	f
1302	z
1387	e
1411	n
1541	y
1607	r
1730	k
1946	m
2006	z
2100	k
2109	l
2171	p
2227	z
2253	e
2361	m
2461	p
2489	p
2853	y
2947	m
2962	s
2996	y
3101	d
3176	f
3226	s
3336	r
3340	g
3408	w
3435	u
3588	m
3709	f
3854	k
3960	e
4102	g
4250	t
4300	w
4442	y
4834	a
4930	s
5142	l
5262	t
5407	d
5523	z
5668	s
5685	v
6197	y
6313	e
6416	z
6453	b
6686	m
6739	z
6816	s
6829	t
7079	m
7165	g
7290	f
7358	b
7469	b
7471	g
8083	d
8213	k
8709	r
8925	y
9289	y
9330	o
9353	d
9405	i
9577	v
9919	t
node choosen: 52		with degree: 97	 with variable: v

a count is	2
b count is	3
c count is	0
d count is	5
e count is	4
f count is	4
g count is	4
h count is	1
i count is	4
j count is	1
k count is	5
l count is	4
m count is	6
n count is	3
o count is	4
p count is	4
q count is	0
r count is	7
s count is	7
t count is	4
u count is	3
v count is	3
w count is	5
x count is	0
y count is	8
z count is	6



3	q
12	x
97	w
238	g
428	c
708	v
930	r
1260	i
1535	i
1982	v
2893	n
2966	q
4002	p
4230	i
4771	c
8523	v
9631	a
node choosen: 100		with degree: 17	 with variable: i

a count is	1
b count is	0
c count is	2
d count is	0
e count is	0
f count is	0
g count is	1
h count is	0
i count is	3
j count is	0
k count is	0
l count is	0
m count is	0
n count is	1
o count is	0
p count is	1
q count is	2
r count is	1
s count is	0
t count is	0
u count is	0
v count is	3
w count is	1
x count is	1
y count is	0
z count is	0



0	p
7	b
18	m
130	h
132	g
139	i
154	r
224	y
319	d
392	t
450	d
850	c
948	n
974	k
1255	h
1437	q
1585	d
1650	g
1791	q
1873	e
1963	b
1987	h
2711	s
3697	k
3748	r
4418	g
4998	q
5638	y
5835	v
7408	r
7543	e
7647	z
7869	q
7901	d
9450	j
9619	h
9707	m
node choosen: 101		with degree: 37	 with variable: d

a count is	0
b count is	2
c count is	1
d count is	4
e count is	2
f count is	0
g count is	3
h count is	4
i count is	1
j count is	1
k count is	2
l count is	0
m count is	2
n count is	1
o count is	0
p count is	1
q count is	4
r count is	3
s count is	1
t count is	1
u count is	0
v count is	1
w count is	0
x count is	0
y count is	2
z count is	1



13	g
47	s
70	c
128	o
156	b
311	e
370	x
417	l
595	h
647	r
701	a
733	k
875	c
1110	t
1462	z
1727	l
1728	r
2132	o
2189	b
2192	d
2255	w
2498	k
2689	r
2791	u
2795	w
2957	m
3199	r
3339	k
3574	h
3877	w
3950	j
4021	q
4153	e
5038	k
6275	l
7593	c
7981	h
8158	p
8412	j
8617	q
8937	e
9187	b
9496	n
9525	q
9551	w
9820	e
9951	b
node choosen: 105		with degree: 47	 with variable: r

a count is	1
b count is	4
c count is	3
d count is	1
e count is	4
f count is	0
g count is	1
h count is	3
i count is	0
j count is	2
k count is	4
l count is	3
m count is	1
n count is	1
o count is	2
p count is	1
q count is	3
r count is	4
s count is	1
t count is	1
u count is	1
v count is	0
w count is	4
x count is	1
y count is	0
z count is	1



33	n
40	g
147	t
255	u
644	e
1651	f
1776	n
1784	v
2505	q
3607	y
4009	r
4586	r
5074	d
6704	w
7075	x
7641	w
7969	z
9841	z
node choosen: 250		with degree: 18	 with variable: y

a count is	0
b count is	0
c count is	0
d count is	1
e count is	1
f count is	1
g count is	1
h count is	0
i count is	0
j count is	0
k count is	0
l count is	0
m count is	0
n count is	2
o count is	0
p count is	0
q count is	1
r count is	2
s count is	0
t count is	1
u count is	1
v count is	1
w count is	2
x count is	1
y count is	1
z count is	2



1	u
123	h
246	u
284	r
307	w
324	h
435	y
655	g
737	s
898	w
1197	y
1688	w
1743	x
2471	j
2557	n
2686	g
3008	d
3032	s
3140	c
3417	h
4222	h
4464	a
4787	x
4856	l
5320	h
5341	d
5390	r
5561	v
5621	p
7278	i
7510	q
8378	y
9021	h
9622	w
node choosen: 252		with degree: 34	 with variable: o

a count is	1
b count is	0
c count is	1
d count is	2
e count is	0
f count is	0
g count is	2
h count is	6
i count is	1
j count is	1
k count is	0
l count is	1
m count is	0
n count is	1
o count is	0
p count is	1
q count is	1
r count is	2
s count is	2
t count is	0
u count is	2
v count is	1
w count is	4
x count is	2
y count is	3
z count is	0



163	t
223	x
493	u
520	j
1124	y
1279	k
3289	y
3372	k
3451	y
4277	f
7024	q
7619	d
7943	h
7953	z
8677	q
8877	c
9491	u
node choosen: 500		with degree: 17	 with variable: y

a count is	0
b count is	0
c count is	1
d count is	1
e count is	0
f count is	1
g count is	0
h count is	1
i count is	0
j count is	1
k count is	2
l count is	0
m count is	0
n count is	0
o count is	0
p count is	0
q count is	2
r count is	0
s count is	0
t count is	1
u count is	2
v count is	0
w count is	0
x count is	1
y count is	3
z count is	1



19	z
161	q
430	m
669	s
998	m
1536	f
2126	j
3168	b
9408	o
node choosen: 501		with degree: 9	 with variable: f

a count is	0
b count is	1
c count is	0
d count is	0
e count is	0
f count is	1
g count is	0
h count is	0
i count is	0
j count is	1
k count is	0
l count is	0
m count is	2
n count is	0
o count is	1
p count is	0
q count is	1
r count is	0
s count is	1
t count is	0
u count is	0
v count is	0
w count is	0
x count is	0
y count is	0
z count is	1



3	q
30	g
111	q
3719	k
3951	i
5806	h
6207	b
node choosen: 1001		with degree: 7	 with variable: s

a count is	0
b count is	1
c count is	0
d count is	0
e count is	0
f count is	0
g count is	1
h count is	1
i count is	1
j count is	0
k count is	1
l count is	0
m count is	0
n count is	0
o count is	0
p count is	0
q count is	2
r count is	0
s count is	0
t count is	0
u count is	0
v count is	0
w count is	0
x count is	0
y count is	0
z count is	0



0	p
176	a
987	a
1101	c
1284	s
2327	f
3699	z
4165	a
6065	i
6414	q
6442	x
6786	c
7493	o
8678	o
9338	z
node choosen: 1002		with degree: 15	 with variable: d

a count is	3
b count is	0
c count is	2
d count is	0
e count is	0
f count is	1
g count is	0
h count is	0
i count is	1
j count is	0
k count is	0
l count is	0
m count is	0
n count is	0
o count is	2
p count is	1
q count is	1
r count is	0
s count is	1
t count is	0
u count is	0
v count is	0
w count is	0
x count is	1
y count is	0
z count is	2



36	x
728	n
1290	m
2373	t
3782	g
8649	e
node choosen: 2000		with degree: 6	 with variable: m

a count is	0
b count is	0
c count is	0
d count is	0
e count is	1
f count is	0
g count is	1
h count is	0
i count is	0
j count is	0
k count is	0
l count is	0
m count is	1
n count is	1
o count is	0
p count is	0
q count is	0
r count is	0
s count is	0
t count is	1
u count is	0
v count is	0
w count is	0
x count is	1
y count is	0
z count is	0



27	p
843	y
1009	s
2066	e
2151	j
5287	y
6019	e
8730	y
node choosen: 2001		with degree: 8	 with variable: g

a count is	0
b count is	0
c count is	0
d count is	0
e count is	2
f count is	0
g count is	0
h count is	0
i count is	0
j count is	1
k count is	0
l count is	0
m count is	0
n count is	0
o count is	0
p count is	1
q count is	0
r count is	0
s count is	1
t count is	0
u count is	0
v count is	0
w count is	0
x count is	0
y count is	3
z count is	0



92	q
785	f
3782	g
6634	d
node choosen: 5000		with degree: 4	 with variable: d

a count is	0
b count is	0
c count is	0
d count is	1
e count is	0
f count is	1
g count is	1
h count is	0
i count is	0
j count is	0
k count is	0
l count is	0
m count is	0
n count is	0
o count is	0
p count is	0
q count is	1
r count is	0
s count is	0
t count is	0
u count is	0
v count is	0
w count is	0
x count is	0
y count is	0
z count is	0



179	r
710	m
7595	x
node choosen: 8000		with degree: 3	 with variable: x

a count is	0
b count is	0
c count is	0
d count is	0
e count is	0
f count is	0
g count is	0
h count is	0
i count is	0
j count is	0
k count is	0
l count is	0
m count is	1
n count is	0
o count is	0
p count is	0
q count is	0
r count is	1
s count is	0
t count is	0
u count is	0
v count is	0
w count is	0
x count is	1
y count is	0
z count is	0



39	u
1393	e
2217	n
node choosen: 9000		with degree: 3	 with variable: v

a count is	0
b count is	0
c count is	0
d count is	0
e count is	1
f count is	0
g count is	0
h count is	0
i count is	0
j count is	0
k count is	0
l count is	0
m count is	0
n count is	1
o count is	0
p count is	0
q count is	0
r count is	0
s count is	0
t count is	0
u count is	1
v count is	0
w count is	0
x count is	0
y count is	0
z count is	0



1014	m
1969	q
4070	t
node choosen: 9999		with degree: 3	 with variable: f

a count is	0
b count is	0
c count is	0
d count is	0
e count is	0
f count is	0
g count is	0
h count is	0
i count is	0
j count is	0
k count is	0
l count is	0
m count is	1
n count is	0
o count is	0
p count is	0
q count is	1
r count is	0
s count is	0
t count is	1
u count is	0
v count is	0
w count is	0
x count is	0
y count is	0
z count is	0



